Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Total Sales,Rating
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178116,99.4016,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390458,77.2328,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095140088,159.9604,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055347985,131.5284,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060688248,234.2616,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576144,121.0098,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376958,108.228,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031938828,114.1492,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028357839,163.2894,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641788,257.833,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776346,184.4266,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517605,86.0224,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346224,72.9696,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038721734,115.8808,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087436672,109.9228,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009081,157.0946,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092865746,100.6674,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041729735,36.3216,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761211,159.4604,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016104504,130.2626,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638267,42.6086,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829496,140.2496,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033592687,108.1912,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,213.3218,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,172.3422,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013363902,106.128,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039484739,97.9042,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870997,181.2634,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046706,119.5466,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049295686,194.4478,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304333,226.172,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03722507,182.4634,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563385,43.7454,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024891881,170.9422,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058719726,171.1422,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072141818,183.3924,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11454343,113.7202,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018019662,181.566,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018926773,60.2536,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059790095,127.4678,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024536636,106.1306,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022054553,195.4452,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734284,207.898,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005962753,102.4358,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276162,173.2764,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117,153.0024,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.02528802,83.325,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044991876,107.228,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622919,177.937,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953562,198.2426,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580062,36.6532,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721125,156.463,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606181,193.5794,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20168772,162.8868,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306673,125.1362,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.13564792,190.8846,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063081713,125.7704,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016804724,163.4552,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545889,163.6868,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265475,159.9578,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051544658,142.5154,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.02442574,52.9324,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603334,87.0514,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681063,102.7332,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569038,138.7838,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097035,145.8102,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670179,48.4692,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565911,194.1478,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831875,88.2514,5
Low Fat,FDW23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.081944045,36.7164,5
Low Fat,FDW59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.020698674,86.3566,5
Low Fat,DRF27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.028393624,153.434,5
Low Fat,FDB15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.136696892,264.5568,5
Low Fat,FDG16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.089742065,213.7192,5
Low Fat,FDJ04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.124348482,118.3124,5
Low Fat,FDJ32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.057744249,61.2536,5
Low Fat,FDM56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.070133177,109.8912,5
Low Fat,FDB45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.021312043,104.9306,5
Low Fat,DRJ23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.041634206,188.1872,5
Low Fat,NCN06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.120396991,163.4868,5
Low Fat,NCF43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.05190268,142.247,5
Low Fat,NCG07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.052458358,188.753,5
Low Fat,NCB55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.160529322,59.2562,5
Low Fat,NCN30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.016979063,97.441,5
Low Fat,FDF22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056783389,214.5218,5
Low Fat,FDQ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.03315162,170.6422,5
Low Fat,DRK13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.11507174,198.2084,5
Low Fat,DRL37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.053327763,44.477,5
Regular,FDL38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.014720848,89.9172,5
Regular,FDV13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.02758789,86.1856,5
Regular,FDX04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.041536962,46.0376,5
Regular,FDF53,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.083536989,180.3318,5
Regular,FDD21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,115.0176,5
Regular,FDO20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.152001201,252.3382,5
Regular,FDC21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.042923071,109.8254,5
Regular,FDV19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.035227697,159.5578,5
Regular,FDW43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.022406575,225.9036,5
Regular,FDO46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.014200671,187.1872,5
reg,FDT10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.061992874,60.9562,5
reg,FDB23,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.005583951,226.9062,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095545715,157.3604,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021811987,163.6184,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676,132.8626,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343,77.9986,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898,242.9854,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697,40.3138,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046043736,140.618,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039454924,244.0802,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593,147.3734,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036287517,121.2756,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561,174.208,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749112,100.4384,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050256604,127.3336,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336287,87.0224,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091857904,160.7894,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739031,103.3306,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866235,247.146,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034813556,128.402,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554,148.0418,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531974,108.2938,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02586664,88.9172,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036184755,58.5562,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816092,211.856,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062186,212.0218,5
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648119,253.3724,5
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100055625,113.3544,5
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067148407,200.4084,5
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057546914,55.8956,5
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694,139.9496,5
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156012631,177.337,5
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,172.0422,5
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146492,159.6578,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318263,142.2838,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029283081,175.137,5
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030211742,59.322,5
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,41.0454,5
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093059,182.5266,5
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184041545,110.157,5
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419301,91.0488,5
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06407717,116.7492,5
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014885998,234.4958,5
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042153502,44.0112,5
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979271,155.763,5
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685176,146.6102,5
Low Fat,FDI14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089243504,139.2496,5
Low Fat,FDU25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026552056,56.2246,5
Low Fat,FDC53,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008792907,96.7384,5
Low Fat,FDD28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053038775,59.5904,5
Low Fat,FDO40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032470108,148.9392,5
Low Fat,FDT40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.095331433,125.5678,5
Low Fat,FDD33,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,231.9642,5
Low Fat,FDW20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024032484,124.973,5
Low Fat,DRN47,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.016745264,180.766,5
Low Fat,NCY53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.058198141,110.4544,5
Low Fat,NCE19,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.092564193,53.4956,5
Low Fat,NCE55,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.12929931,178.237,5
Low Fat,NCG43,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.073879939,94.0462,5
Low Fat,NCH06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076183667,245.646,5
Low Fat,NCM30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.066969525,39.2796,5
Low Fat,NCN42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014153743,145.6418,5
Low Fat,NCU42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.019412192,166.5474,5
Low Fat,NCJ19,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.117607719,55.2588,5
Low Fat,FDD46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.140571971,154.7998,5
Low Fat,FDL33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.099478451,194.4452,5
Low Fat,FDP09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033725743,211.6902,5
Low Fat,DRL37,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053113721,44.377,5
Regular,FDE36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,165.5868,5
Regular,FDG12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.006295472,122.4098,5
Regular,FDU24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.139484292,94.312,5
Regular,FDK25,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.156072361,169.3474,5
Regular,FDB14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.102226474,91.312,5
Regular,FDH50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.160653682,185.2266,5
Regular,FDZ02,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.037962696,97.5726,5
Regular,FDH05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.090473389,229.7984,5
Regular,FDT19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.144338493,172.108,5
Regular,FDW19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.038313981,109.957,5
Regular,FDR51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.172629683,148.4708,5
Regular,FDY34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.010928678,167.0842,5
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069196376,54.3614,4.9
Regular,FDG35,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.00704098,173.5738,4.9
Low Fat,FDS52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.009585169,102.5016,4.9
Low Fat,FDR21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.066935459,177.537,4.9
Regular,FDQ36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,38.3848,4.9
Regular,FDE20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.005530516,171.179,4.9
Regular,FDO20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0,252.3382,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034376537,256.1356,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053279839,147.7734,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050808821,33.6874,4.9
Regular,FDN04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.014075334,176.8344,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016176344,192.1478,4.9
reg,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029680868,65.0142,4.9
Low Fat,FDW28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.088394115,194.7452,4.9
Low Fat,NCL53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,175.4028,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115857223,179.1028,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.056816465,132.1284,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.134975628,260.0936,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076354362,192.1846,4.8
Regular,FDY56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.062411404,225.9062,4.8
Regular,FDR36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.121485195,40.2454,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160624116,143.8128,4.8
Low Fat,FDD36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.021170542,117.6124,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,128.4652,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033271818,196.5768,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.118858866,263.291,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.070890602,111.686,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061159246,92.5436,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.005539114,167.879,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093801337,126.0704,4.8
LF,FDH41,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.143591586,213.5534,4.8
Low Fat,FDQ12,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.061999648,230.001,4.8
Low Fat,FDZ27,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0,51.235,4.8
Low Fat,FDI22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.168455549,211.0612,4.8
Regular,FDW02,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.066006824,126.2704,4.8
Regular,FDR15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.058545606,155.8314,4.8
Regular,FDN34,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.080127283,168.7132,4.8
Low Fat,NCV41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.017038777,112.5228,4.8
Low Fat,NCM19,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047237246,112.5202,4.8
Regular,FDP31,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.161504957,65.0168,4.8
Regular,FDQ45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.010917052,185.3608,4.8
Regular,FDO21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.009763021,226.2404,4.8
Low Fat,FDQ24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.073816097,253.4724,4.8
Low Fat,FDD14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.170152831,182.6266,4.8
Low Fat,NCC54,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.097909084,242.1196,4.8
Low Fat,FDZ40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.040410039,52.9298,4.8
Low Fat,NCM07,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.040187877,85.6908,4.8
Low Fat,NCP50,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.020676141,80.6618,4.8
Low Fat,NCJ31,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.183686937,241.8196,4.8
Low Fat,FDF46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.094201018,115.8834,4.8
Regular,FDJ36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.128520186,101.4332,4.8
Regular,FDZ13,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.153806271,51.335,4.8
Regular,FDZ32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.038210084,103.8964,4.8
Regular,FDY40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.086320509,48.1692,4.8
LF,NCM06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.075713578,156.4656,4.8
Low Fat,FDK24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.101275792,46.4744,4.8
Low Fat,NCL05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047888606,42.277,4.8
Low Fat,NCA29,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027271252,171.6106,4.8
Low Fat,NCP30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032762495,40.0822,4.8
LF,FDX58,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.073251428,181.695,4.8
